# 这是本地源列表，一行一个源，格式为：频道名称,接口地址
# 支持设置白名单：接口后添加$!
# The local source list, one line per source, format: channel name, interface address
# Support setting whitelist: add $! after the interface
🌊港澳,#genre#


📺VPN直播频道,#genre#






CCTV12,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/cb075b6b56bc44702ad73538d6409cc5/master.m3u8
CCTV13,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/9422ea42533292660d4359742d5d30ba/master.m3u8
CCTV14,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/9c2b135d83c76f19c8c5e13910b7445d/master.m3u8

☘️中国 CN_,#genre#
河南卫视,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/2c854868563485135dd486801057dd6e/master.m3u8
四川卫视,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/b82fa4086c9a2c9442279efbb80cce31/master.m3u8
山东卫视,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/28502a1b6bf5fbe7c6da9241db596237/master.m3u8
东南卫视,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/0b54da973aaa9d57361846b14cd7da3e/master.m3u8
湖南卫视,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/c39a7a374d888bce3912df71bcb0d580/master.m3u8
北京卫视,http://127.0.0.1:17173/172.247.189.85:16000/stream/7c9b36ba90119f559d899439789a3fb657cc1475b90ac0f0-ea25dbad092df70f31643846a89941c8/db47125bc6c697e608358a9dfbf95f82/master.m3u8
